Date : 2025-03-06 15:45:46
Directory : /home/kid-a/homeworks/compiler/lab1
Total : 1013 files,  130883 codes, 6244 comments, 21489 blanks, all 158616 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
+--------------+------------+------------+------------+------------+------------+
| C++          |        551 |     86,067 |      1,625 |     14,801 |    102,493 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305210859.cpp              | C++          |         48 |          1 |          8 |         57 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305210901.cpp              | C++          |         48 |          1 |          8 |         57 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305210903.cpp              | C++          |         48 |          1 |          8 |         57 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305210913.cpp              | C++          |         48 |          1 |          8 |         57 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305210923.cpp              | C++          |         52 |          1 |          8 |         61 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305210924.cpp              | C++          |         52 |          1 |          9 |         62 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305210928.cpp              | C++          |         53 |          1 |         10 |         64 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305210958.cpp              | C++          |         55 |          1 |         11 |         67 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211002.cpp              | C++          |         56 |          1 |         10 |         67 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211004.cpp              | C++          |         56 |          1 |         10 |         67 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211312.cpp              | C++          |         56 |          1 |         10 |         67 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211315.cpp              | C++          |         56 |          1 |         10 |         67 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211317.cpp              | C++          |         57 |          1 |         10 |         68 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211335.cpp              | C++          |         58 |          1 |         10 |         69 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211343.cpp              | C++          |         58 |          1 |         10 |         69 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211346.cpp              | C++          |         60 |          1 |         10 |         71 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211350.cpp              | C++          |         61 |          1 |         10 |         72 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211405.cpp              | C++          |         64 |          1 |         10 |         75 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211407.cpp              | C++          |         64 |          1 |         10 |         75 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211408.cpp              | C++          |         64 |          1 |         10 |         75 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211416.cpp              | C++          |         65 |          1 |         10 |         76 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211427.cpp              | C++          |         67 |          1 |         10 |         78 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211431.cpp              | C++          |         67 |          1 |         10 |         78 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211436.cpp              | C++          |         67 |          1 |         10 |         78 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211438.cpp              | C++          |         67 |          1 |         10 |         78 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211440.cpp              | C++          |         67 |          1 |         10 |         78 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211442.cpp              | C++          |         68 |          1 |         11 |         80 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211444.cpp              | C++          |         69 |          1 |         10 |         80 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211453.cpp              | C++          |         72 |          1 |         10 |         83 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211456.cpp              | C++          |         72 |          1 |         12 |         85 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211511.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211515.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211516.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211519.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211522.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211526.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211528.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211532.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211535.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211539.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211540.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211551.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211552.cpp              | C++          |         73 |          1 |         13 |         87 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211606.cpp              | C++          |         75 |          1 |         13 |         89 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211608.cpp              | C++          |         75 |          1 |         13 |         89 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211609.cpp              | C++          |         75 |          1 |         13 |         89 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211656.cpp              | C++          |         76 |          1 |         14 |         91 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211700.cpp              | C++          |         76 |          1 |         14 |         91 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211709.cpp              | C++          |         79 |          1 |         14 |         94 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211711.cpp              | C++          |         78 |          1 |         15 |         94 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211725.cpp              | C++          |         79 |          1 |         15 |         95 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211731.cpp              | C++          |         80 |          1 |         16 |         97 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211732.cpp              | C++          |         81 |          1 |         15 |         97 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211735.cpp              | C++          |         81 |          1 |         15 |         97 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211740.cpp              | C++          |         81 |          1 |         15 |         97 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211745.cpp              | C++          |         81 |          1 |         15 |         97 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211748.cpp              | C++          |         81 |          1 |         15 |         97 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211759.cpp              | C++          |         81 |          1 |         15 |         97 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211801.cpp              | C++          |         81 |          1 |         15 |         97 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211811.cpp              | C++          |         82 |          1 |         14 |         97 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211826.cpp              | C++          |         87 |          1 |         14 |        102 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211839.cpp              | C++          |         88 |          1 |         13 |        102 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211846.cpp              | C++          |         88 |          1 |         13 |        102 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211856.cpp              | C++          |         90 |          1 |         13 |        104 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211901.cpp              | C++          |         91 |          1 |         14 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211906.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211908.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211913.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211915.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211923.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211925.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211927.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211934.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211937.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211947.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211948.cpp              | C++          |         92 |          1 |         13 |        106 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305211954.cpp              | C++          |         95 |          1 |         13 |        109 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212035.cpp              | C++          |         96 |          1 |         13 |        110 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212545.cpp              | C++          |         96 |          2 |         13 |        111 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212558.cpp              | C++          |         97 |          2 |         14 |        113 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212600.cpp              | C++          |         98 |          2 |         15 |        115 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212603.cpp              | C++          |         99 |          2 |         14 |        115 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212607.cpp              | C++          |         99 |          2 |         15 |        116 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212620.cpp              | C++          |        100 |          2 |         14 |        116 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212621.cpp              | C++          |         99 |          2 |         15 |        116 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212638.cpp              | C++          |        100 |          2 |         16 |        118 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212640.cpp              | C++          |        100 |          2 |         16 |        118 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212645.cpp              | C++          |        100 |          2 |         16 |        118 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212649.cpp              | C++          |        100 |          2 |         17 |        119 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212920.cpp              | C++          |        100 |          3 |         17 |        120 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212922.cpp              | C++          |        100 |          3 |         17 |        120 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212928.cpp              | C++          |        100 |          3 |         17 |        120 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212933.cpp              | C++          |        100 |          3 |         17 |        120 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212940.cpp              | C++          |        102 |          3 |         16 |        121 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305212944.cpp              | C++          |        102 |          3 |         17 |        122 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213003.cpp              | C++          |        103 |          3 |         17 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213024.cpp              | C++          |        104 |          3 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213026.cpp              | C++          |        104 |          3 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213029.cpp              | C++          |        104 |          3 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213037.cpp              | C++          |        104 |          3 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213038.cpp              | C++          |        104 |          3 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213044.cpp              | C++          |        104 |          3 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213115.cpp              | C++          |        105 |          3 |         15 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213122.cpp              | C++          |        105 |          3 |         15 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213132.cpp              | C++          |        106 |          3 |         15 |        124 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213216.h                | C            |          0 |          0 |          1 |          1 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213228.cpp              | C++          |         10 |          0 |          2 |         12 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213235.cpp              | C++          |         11 |          0 |          2 |         13 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213246.cpp              | C++          |          7 |          0 |          3 |         10 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213247.cpp              | C++          |         11 |          0 |          2 |         13 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213250.cpp              | C++          |          8 |          0 |          3 |         11 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213251.cpp              | C++          |          8 |          0 |          2 |         10 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213255.h                | C            |          3 |          0 |          2 |          5 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213302.cpp              | C++          |        106 |          3 |         15 |        124 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213304.cpp              | C++          |        106 |          3 |         15 |        124 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213313.cpp              | C++          |          7 |          0 |          1 |          8 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213314.h                | C            |         99 |          3 |         15 |        117 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213354.h                | C            |        101 |          4 |         16 |        121 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213417.h                | C            |        102 |          4 |         16 |        122 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213501.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213503.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213505.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213511.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213524.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213542.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213550.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213621.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213624.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213628.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213629.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213642.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213657.h                | C            |        102 |          4 |         15 |        121 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213706.h                | C            |        102 |          4 |         17 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213712.h                | C            |        103 |          4 |         16 |        123 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213735.h                | C            |        103 |          4 |         18 |        125 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213737.h                | C            |        104 |          4 |         17 |        125 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213745.h                | C            |        104 |          4 |         17 |        125 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213749.h                | C            |        105 |          4 |         18 |        127 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213752.h                | C            |        104 |          4 |         17 |        125 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213813.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213816.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213820.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213823.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213829.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213836.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213838.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213843.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213851.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213853.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305213905.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214020.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214134.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214135.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214144.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214148.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214149.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214154.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214217.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214220.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214221.h                | C            |        104 |          5 |         17 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214236.h                | C            |        105 |          5 |         17 |        127 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214635.h                | C            |        105 |          5 |         17 |        127 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214643.h                | C            |        100 |          5 |         17 |        122 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214647.h                | C            |        100 |          5 |         17 |        122 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214649.h                | C            |        100 |          5 |         19 |        124 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214657.h                | C            |        101 |          5 |         18 |        124 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214703.h                | C            |        103 |          5 |         18 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214708.h                | C            |        103 |          5 |         18 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214709.h                | C            |        102 |          5 |         19 |        126 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214714.h                | C            |        103 |          5 |         20 |        128 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214737.h                | C            |        106 |          5 |         20 |        131 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214743.h                | C            |        106 |          5 |         20 |        131 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214747.h                | C            |        107 |          5 |         19 |        131 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214751.h                | C            |        107 |          5 |         19 |        131 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214753.h                | C            |        107 |          5 |         19 |        131 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214754.h                | C            |        107 |          5 |         19 |        131 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214759.h                | C            |        107 |          5 |         19 |        131 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214807.h                | C            |        107 |          6 |         19 |        132 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214819.h                | C            |        107 |          6 |         19 |        132 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214822.h                | C            |        107 |          6 |         19 |        132 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214840.h                | C            |        107 |          6 |         19 |        132 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214842.h                | C            |        107 |          6 |         19 |        132 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214847.h                | C            |        107 |          6 |         19 |        132 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214853.h                | C            |        107 |          6 |         19 |        132 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214939.h                | C            |        108 |          6 |         20 |        134 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214945.h                | C            |        108 |          5 |         20 |        133 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214948.h                | C            |        108 |          6 |         20 |        134 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214950.h                | C            |        108 |          6 |         20 |        134 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305214951.h                | C            |        108 |          6 |         20 |        134 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215403.cpp              | C++          |          8 |          0 |          1 |          9 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215409.cpp              | C++          |          8 |          0 |          1 |          9 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215412.cpp              | C++          |          8 |          0 |          1 |          9 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215413.cpp              | C++          |          8 |          0 |          1 |          9 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215419.cpp              | C++          |          8 |          0 |          1 |          9 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215421.cpp              | C++          |          8 |          0 |          2 |         10 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215547.h                | C            |        108 |          6 |         22 |        136 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215556.h                | C            |        109 |          6 |         21 |        136 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215601.h                | C            |        109 |          6 |         21 |        136 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215604.h                | C            |        108 |          6 |         20 |        134 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215628.h                | C            |        109 |          6 |         21 |        136 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215633.h                | C            |        109 |          6 |         21 |        136 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215641.h                | C            |        109 |          7 |         21 |        137 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215742.h                | C            |        109 |          7 |         21 |        137 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215814.h                | C            |        110 |          7 |         22 |        139 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215825.h                | C            |        110 |          7 |         22 |        139 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215844.h                | C            |        110 |          8 |         22 |        140 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215846.h                | C            |        110 |          8 |         22 |        140 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215851.h                | C            |        110 |          8 |         22 |        140 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215922.h                | C            |        111 |          8 |         22 |        141 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215925.h                | C            |        111 |          8 |         22 |        141 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215929.h                | C            |        111 |          8 |         22 |        141 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305215930.h                | C            |        111 |          8 |         22 |        141 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220342.cpp              | C++          |          8 |          0 |          2 |         10 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220344.cpp              | C++          |          8 |          0 |          2 |         10 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220407.h                | C            |        111 |          8 |         24 |        143 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220409.h                | C            |        111 |          8 |         24 |        143 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220410.h                | C            |        112 |          8 |         23 |        143 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220416.h                | C            |        112 |          8 |         23 |        143 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220417.h                | C            |        112 |          8 |         23 |        143 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220422.h                | C            |        112 |          9 |         23 |        144 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220424.h                | C            |        112 |          9 |         23 |        144 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220438.h                | C            |        112 |          9 |         23 |        144 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220444.h                | C            |        112 |          9 |         23 |        144 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220448.h                | C            |        112 |          9 |         23 |        144 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220509.h                | C            |        112 |          9 |         25 |        146 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220512.h                | C            |        113 |          9 |         24 |        146 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220516.h                | C            |        113 |          9 |         24 |        146 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250305220517.h                | C            |        113 |          9 |         24 |        146 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250306115738.h                | C            |        114 |          9 |         24 |        147 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250306115742.h                | C            |        114 |          9 |         24 |        147 |
| /home/kid-a/homeworks/compiler/lab1/.history/lexer_20250306115746.h                | C            |        114 |          9 |         24 |        147 |
