"filename", "language", "C++", "C", "Makefile", "comment", "blank", "total"
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204547.h", "C", 0, 28, 0, 0, 10, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204549.h", "C", 0, 28, 0, 0, 10, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204552.h", "C", 0, 28, 0, 0, 10, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204554.h", "C", 0, 28, 0, 0, 10, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204558.h", "C", 0, 28, 0, 0, 10, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204559.h", "C", 0, 28, 0, 0, 10, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204611.h", "C", 0, 28, 0, 0, 10, 38
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204616.h", "C", 0, 27, 0, 0, 10, 37
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204617.h", "C", 0, 26, 0, 0, 10, 36
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204619.h", "C", 0, 26, 0, 0, 10, 36
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414204702.h", "C", 0, 25, 0, 0, 9, 34
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414211950.h", "C", 0, 25, 0, 0, 9, 34
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414211951.h", "C", 0, 25, 0, 0, 9, 34
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414211954.h", "C", 0, 25, 0, 0, 9, 34
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414211956.h", "C", 0, 25, 0, 0, 9, 34
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414211959.h", "C", 0, 25, 0, 0, 9, 34
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250414212001.h", "C", 0, 25, 0, 0, 9, 34
